factuurnummer,klantnummer,factuurdatum,bedrag_incl_btw,journaal_id,businesslijn,transactienummer
CU000653,C10034,2016-03-18,2044.9,73,Verkoopboek cursusadministratie,16079
CU000654,C10035,2016-03-18,1107.15,73,Verkoopboek cursusadministratie,16080
CU000655,C10036,2016-03-18,1760.55,73,Verkoopboek cursusadministratie,16081
CU000656,C10037,2016-03-18,907.5,73,Verkoopboek cursusadministratie,16082
CU000657,C10038,2016-03-18,1331,73,Verkoopboek cursusadministratie,16083
CU000658,C10039,2016-03-18,2238.5,73,Verkoopboek cursusadministratie,16084
CU000659,C10040,2016-03-18,2190.1,73,Verkoopboek cursusadministratie,16085
CU000660,C10042,2016-03-18,907.5,73,Verkoopboek cursusadministratie,16086
CU000661,C10047,2016-03-18,853.05,73,Verkoopboek cursusadministratie,16087
CU000662,C10049,2016-03-18,1082.95,73,Verkoopboek cursusadministratie,16088
CU000663,C10051,2016-03-18,853.05,73,Verkoopboek cursusadministratie,16089
CU000664,C10052,2016-03-18,1082.95,73,Verkoopboek cursusadministratie,16090
CU000665,C10053,2016-03-18,853.05,73,Verkoopboek cursusadministratie,16091
CU000666,C10054,2016-03-18,2184.05,73,Verkoopboek cursusadministratie,16092
CU000667,C10058,2016-03-18,2522.85,73,Verkoopboek cursusadministratie,16093
CU000668,C10062,2016-03-18,1191.85,73,Verkoopboek cursusadministratie,16094
CU000669,C10065,2016-03-18,907.5,73,Verkoopboek cursusadministratie,16095
CU000670,C10067,2016-03-18,1760.55,73,Verkoopboek cursusadministratie,16096
CU000671,C10005,2016-03-18,1990.45,73,Verkoopboek cursusadministratie,16097
CU000672,C10069,2016-03-18,853.05,73,Verkoopboek cursusadministratie,16098
CU000673,C10071,2016-03-18,1082.95,73,Verkoopboek cursusadministratie,16099
CU000674,C10073,2016-03-18,2867.7,73,Verkoopboek cursusadministratie,16100
CU000675,C10075,2016-03-18,2044.9,73,Verkoopboek cursusadministratie,16101
CU000676,C10079,2016-03-18,1082.95,73,Verkoopboek cursusadministratie,16102
CU000677,C10093,2016-03-18,1107.15,73,Verkoopboek cursusadministratie,16103
CU000678,C10094,2016-03-18,853.05,73,Verkoopboek cursusadministratie,16104
CU000679,C10097,2016-03-18,1331,73,Verkoopboek cursusadministratie,16105
CU000680,C10105,2016-03-18,907.5,73,Verkoopboek cursusadministratie,16106
CU000681,C10123,2016-03-18,1331,73,Verkoopboek cursusadministratie,16107
CU000682,C10135,2016-03-18,907.5,73,Verkoopboek cursusadministratie,16108
CU000683,C10136,2016-03-18,853.05,73,Verkoopboek cursusadministratie,16109
CU000684,C10142,2016-03-18,907.5,73,Verkoopboek cursusadministratie,16110
CU000685,C10146,2016-03-18,853.05,73,Verkoopboek cursusadministratie,16111
CU000686,C10153,2016-03-18,907.5,73,Verkoopboek cursusadministratie,16112
CU000687,C10178,2016-03-18,3630,73,Verkoopboek cursusadministratie,16113
CU000688,C10182,2016-03-18,907.5,73,Verkoopboek cursusadministratie,16114
CU000689,C10050,2016-04-29,1433.85,73,Verkoopboek cursusadministratie,17663
CU000690,C10186,2016-04-29,477.95,73,Verkoopboek cursusadministratie,17664
CU000691,C10009,2016-04-29,477.95,73,Verkoopboek cursusadministratie,17665
CU000692,C10010,2016-04-29,955.9,73,Verkoopboek cursusadministratie,17666
CU000693,C10011,2016-04-29,477.95,73,Verkoopboek cursusadministratie,17667
CU000694,C10020,2016-04-29,477.95,73,Verkoopboek cursusadministratie,17668
CU000695,C10022,2016-04-29,477.95,73,Verkoopboek cursusadministratie,17669
CU000696,C10002,2016-04-29,477.95,73,Verkoopboek cursusadministratie,17670
CU000697,C10027,2016-04-29,477.95,73,Verkoopboek cursusadministratie,17671
CU000698,C10028,2016-04-29,477.95,73,Verkoopboek cursusadministratie,17672
CU000699,C10032,2016-04-29,1433.85,73,Verkoopboek cursusadministratie,17673
CU000700,C10035,2016-04-29,955.9,73,Verkoopboek cursusadministratie,17674
CU000701,C10036,2016-04-29,1433.85,73,Verkoopboek cursusadministratie,17675
CU000702,C10038,2016-04-29,477.95,73,Verkoopboek cursusadministratie,17676
CU000703,C10040,2016-04-29,477.95,73,Verkoopboek cursusadministratie,17677
CU000704,C10042,2016-04-29,955.9,73,Verkoopboek cursusadministratie,17678
CU000705,C10043,2016-04-29,477.95,73,Verkoopboek cursusadministratie,17679
CU000706,C10046,2016-04-29,955.9,73,Verkoopboek cursusadministratie,17680
CU000707,C10048,2016-04-29,955.9,73,Verkoopboek cursusadministratie,17681
CU000708,C10049,2016-04-29,477.95,73,Verkoopboek cursusadministratie,17682
CU000709,C10003,2016-04-29,477.95,73,Verkoopboek cursusadministratie,17683
CU000710,C10060,2016-04-29,477.95,73,Verkoopboek cursusadministratie,17684
CU000711,C10062,2016-04-29,1433.85,73,Verkoopboek cursusadministratie,17685
CU000712,C10067,2016-04-29,477.95,73,Verkoopboek cursusadministratie,17686
CU000713,C10069,2016-04-29,477.95,73,Verkoopboek cursusadministratie,17687
CU000714,C10070,2016-04-29,477.95,73,Verkoopboek cursusadministratie,17688
CU000715,C10071,2016-04-29,477.95,73,Verkoopboek cursusadministratie,17689
CU000716,C10072,2016-04-29,477.95,73,Verkoopboek cursusadministratie,17690
CU000717,C10073,2016-04-29,477.95,73,Verkoopboek cursusadministratie,17691
CU000718,C10075,2016-04-29,477.95,73,Verkoopboek cursusadministratie,17692
CU000719,C10077,2016-04-29,477.95,73,Verkoopboek cursusadministratie,17693
CU000720,C10099,2016-04-29,477.95,73,Verkoopboek cursusadministratie,17694
CU000721,C10102,2016-04-29,477.95,73,Verkoopboek cursusadministratie,17695
CU000722,C10104,2016-04-29,477.95,73,Verkoopboek cursusadministratie,17696
CU000723,C10128,2016-04-29,477.95,73,Verkoopboek cursusadministratie,17697
CU000724,C10132,2016-04-29,477.95,73,Verkoopboek cursusadministratie,17698
CU000725,C10151,2016-04-29,477.95,73,Verkoopboek cursusadministratie,17699
CU000726,C10178,2016-04-29,955.9,73,Verkoopboek cursusadministratie,17700
CU000727,C10024,2016-05-31,907.5,73,Verkoopboek cursusadministratie,17701
CU000728,C10186,2016-05-31,477.95,73,Verkoopboek cursusadministratie,17702
CU000729,C10006,2016-05-31,955.9,73,Verkoopboek cursusadministratie,17703
CU000730,C10007,2016-05-31,477.95,73,Verkoopboek cursusadministratie,17704
CU000731,C10011,2016-05-31,477.95,73,Verkoopboek cursusadministratie,17705
CU000732,C10002,2016-05-31,477.95,73,Verkoopboek cursusadministratie,17706
CU000733,C10025,2016-05-31,955.9,73,Verkoopboek cursusadministratie,17707
CU000734,C10026,2016-05-31,477.95,73,Verkoopboek cursusadministratie,17708
CU000735,C10035,2016-05-31,477.95,73,Verkoopboek cursusadministratie,17709
CU000736,C10036,2016-05-31,955.9,73,Verkoopboek cursusadministratie,17710
CU000737,C10037,2016-05-31,477.95,73,Verkoopboek cursusadministratie,17711
CU000738,C10038,2016-05-31,907.5,73,Verkoopboek cursusadministratie,17712
CU000739,C10039,2016-05-31,955.9,73,Verkoopboek cursusadministratie,17713
CU000740,C10041,2016-05-31,477.95,73,Verkoopboek cursusadministratie,17714
CU000741,C10042,2016-05-31,477.95,73,Verkoopboek cursusadministratie,17715
CU000742,C10044,2016-05-31,477.95,73,Verkoopboek cursusadministratie,17716
CU000743,C10046,2016-05-31,477.95,73,Verkoopboek cursusadministratie,17717
CU000744,C10048,2016-05-31,2341.35,73,Verkoopboek cursusadministratie,17718
CU000745,C10003,2016-05-31,1385.45,73,Verkoopboek cursusadministratie,17719
CU000746,C10052,2016-05-31,907.5,73,Verkoopboek cursusadministratie,17720
CU000747,C10053,2016-05-31,477.95,73,Verkoopboek cursusadministratie,17721
CU000748,C10058,2016-05-31,955.9,73,Verkoopboek cursusadministratie,17722
CU000749,C10059,2016-05-31,907.5,73,Verkoopboek cursusadministratie,17723
CU000750,C10063,2016-05-31,1385.45,73,Verkoopboek cursusadministratie,17724
CU000751,C10065,2016-05-31,477.95,73,Verkoopboek cursusadministratie,17725
CU000752,C10066,2016-05-31,477.95,73,Verkoopboek cursusadministratie,17726
CU000753,C10067,2016-05-31,907.5,73,Verkoopboek cursusadministratie,17727
CU000754,C10069,2016-05-31,477.95,73,Verkoopboek cursusadministratie,17728
CU000755,C10072,2016-05-31,477.95,73,Verkoopboek cursusadministratie,17729
CU000756,C10077,2016-05-31,477.95,73,Verkoopboek cursusadministratie,17730
CU000757,C10079,2016-05-31,477.95,73,Verkoopboek cursusadministratie,17731
CU000758,C10081,2016-05-31,477.95,73,Verkoopboek cursusadministratie,17732
CU000759,C10095,2016-05-31,477.95,73,Verkoopboek cursusadministratie,17733
CU000760,C10125,2016-05-31,477.95,73,Verkoopboek cursusadministratie,17734
CU000761,C10137,2016-05-31,477.95,73,Verkoopboek cursusadministratie,17735
CU000762,C10139,2016-05-31,907.5,73,Verkoopboek cursusadministratie,17736
CU000763,C10140,2016-05-31,477.95,73,Verkoopboek cursusadministratie,17737
CU000764,C10142,2016-05-31,477.95,73,Verkoopboek cursusadministratie,17738
CU000765,C10178,2016-05-31,477.95,73,Verkoopboek cursusadministratie,17739
CU000766,C10182,2016-05-31,477.95,73,Verkoopboek cursusadministratie,17740
CU000767,C10183,2016-05-31,477.95,73,Verkoopboek cursusadministratie,17741
CU000768,C10050,2016-06-23,2426.05,73,Verkoopboek cursusadministratie,18633
CU000769,C10068,2016-06-23,1155.55,73,Verkoopboek cursusadministratie,18634
CU000770,C10010,2016-06-23,1082.95,73,Verkoopboek cursusadministratie,18635
CU000771,C10011,2016-06-23,1095.05,73,Verkoopboek cursusadministratie,18636
CU000772,C10026,2016-06-23,1936,73,Verkoopboek cursusadministratie,18637
CU000773,C10028,2016-06-23,1082.95,73,Verkoopboek cursusadministratie,18638
CU000774,C10029,2016-06-23,1095.05,73,Verkoopboek cursusadministratie,18639
CU000775,C10031,2016-06-23,1155.55,73,Verkoopboek cursusadministratie,18640
CU000776,C10033,2016-06-23,1191.85,73,Verkoopboek cursusadministratie,18641
CU000777,C10035,2016-06-23,1948.1,73,Verkoopboek cursusadministratie,18642
CU000778,C10036,2016-06-23,1155.55,73,Verkoopboek cursusadministratie,18643
CU000779,C10040,2016-06-23,2522.85,73,Verkoopboek cursusadministratie,18644
CU000780,C10044,2016-06-23,1155.55,73,Verkoopboek cursusadministratie,18645
CU000781,C10048,2016-06-23,2311.1,73,Verkoopboek cursusadministratie,18646
CU000782,C10049,2016-06-23,2190.1,73,Verkoopboek cursusadministratie,18647
CU000783,C10003,2016-06-23,1331,73,Verkoopboek cursusadministratie,18648
CU000784,C10054,2016-06-23,2274.8,73,Verkoopboek cursusadministratie,18649
CU000785,C10056,2016-06-23,853.05,73,Verkoopboek cursusadministratie,18650
CU000786,C10059,2016-06-23,1095.05,73,Verkoopboek cursusadministratie,18651
CU000787,C10062,2016-06-23,1331,73,Verkoopboek cursusadministratie,18652
CU000788,C10064,2016-06-23,1095.05,73,Verkoopboek cursusadministratie,18653
CU000789,C10066,2016-06-23,1936,73,Verkoopboek cursusadministratie,18654
CU000790,C10069,2016-06-23,853.05,73,Verkoopboek cursusadministratie,18655
CU000791,C10070,2016-06-23,1331,73,Verkoopboek cursusadministratie,18656
CU000792,C10074,2016-06-23,1095.05,73,Verkoopboek cursusadministratie,18657
CU000793,C10075,2016-06-23,1082.95,73,Verkoopboek cursusadministratie,18658
CU000794,C10076,2016-06-23,1191.85,73,Verkoopboek cursusadministratie,18659
CU000795,C10077,2016-06-23,1095.05,73,Verkoopboek cursusadministratie,18660
CU000796,C10080,2016-06-23,853.05,73,Verkoopboek cursusadministratie,18661
CU000797,C10096,2016-06-23,1331,73,Verkoopboek cursusadministratie,18662
CU000798,C10103,2016-06-23,1191.85,73,Verkoopboek cursusadministratie,18663
CU000799,C10105,2016-06-23,1155.55,73,Verkoopboek cursusadministratie,18664
CU000800,C10110,2016-06-23,1191.85,73,Verkoopboek cursusadministratie,18665
CU000801,C10142,2016-06-23,853.05,73,Verkoopboek cursusadministratie,18666
CU000802,C10147,2016-06-23,1155.55,73,Verkoopboek cursusadministratie,18667
CU000803,C10178,2016-06-23,853.05,73,Verkoopboek cursusadministratie,18668
CU000804,C10182,2016-06-23,1155.55,73,Verkoopboek cursusadministratie,18669
CU000805,C10002,2016-07-26,907.5,73,Verkoopboek cursusadministratie,19523
CU000806,C10009,2016-07-26,477.95,73,Verkoopboek cursusadministratie,19524
CU000807,C10011,2016-07-26,907.5,73,Verkoopboek cursusadministratie,19525
CU000808,C10014,2016-07-26,955.9,73,Verkoopboek cursusadministratie,19526
CU000809,C10017,2016-07-26,853.05,73,Verkoopboek cursusadministratie,19527
CU000810,C10026,2016-07-26,1433.85,73,Verkoopboek cursusadministratie,19528
CU000811,C10027,2016-07-26,907.5,73,Verkoopboek cursusadministratie,19529
CU000812,C10029,2016-07-26,955.9,73,Verkoopboek cursusadministratie,19530
CU000813,C10030,2016-07-26,477.95,73,Verkoopboek cursusadministratie,19531
CU000814,C10032,2016-07-26,1808.95,73,Verkoopboek cursusadministratie,19532
CU000815,C10033,2016-07-26,907.5,73,Verkoopboek cursusadministratie,19533
CU000816,C10035,2016-07-26,477.95,73,Verkoopboek cursusadministratie,19534
CU000817,C10036,2016-07-26,477.95,73,Verkoopboek cursusadministratie,19535
CU000818,C10038,2016-07-26,955.9,73,Verkoopboek cursusadministratie,19536
CU000819,C10039,2016-07-26,1385.45,73,Verkoopboek cursusadministratie,19537
CU000820,C10041,2016-07-26,955.9,73,Verkoopboek cursusadministratie,19538
CU000821,C10042,2016-07-26,477.95,73,Verkoopboek cursusadministratie,19539
CU000822,C10043,2016-07-26,955.9,73,Verkoopboek cursusadministratie,19540
CU000823,C10044,2016-07-26,907.5,73,Verkoopboek cursusadministratie,19541
CU000824,C10045,2016-07-26,477.95,73,Verkoopboek cursusadministratie,19542
CU000825,C10047,2016-07-26,907.5,73,Verkoopboek cursusadministratie,19543
CU000826,C10048,2016-07-26,477.95,73,Verkoopboek cursusadministratie,19544
CU000827,C10051,2016-07-26,1385.45,73,Verkoopboek cursusadministratie,19545
CU000828,C10053,2016-07-26,1385.45,73,Verkoopboek cursusadministratie,19546
CU000829,C10054,2016-07-26,907.5,73,Verkoopboek cursusadministratie,19547
CU000830,C10056,2016-07-26,477.95,73,Verkoopboek cursusadministratie,19548
CU000831,C10058,2016-07-26,477.95,73,Verkoopboek cursusadministratie,19549
CU000832,C10061,2016-07-26,477.95,73,Verkoopboek cursusadministratie,19550
CU000833,C10062,2016-07-26,955.9,73,Verkoopboek cursusadministratie,19551
CU000834,C10065,2016-07-26,477.95,73,Verkoopboek cursusadministratie,19552
CU000835,C10069,2016-07-26,477.95,73,Verkoopboek cursusadministratie,19553
CU000836,C10071,2016-07-26,2764.85,73,Verkoopboek cursusadministratie,19554
CU000837,C10072,2016-07-26,477.95,73,Verkoopboek cursusadministratie,19555
CU000838,C10073,2016-07-26,1808.95,73,Verkoopboek cursusadministratie,19556
CU000839,C10074,2016-07-26,1331,73,Verkoopboek cursusadministratie,19557
CU000840,C10079,2016-07-26,477.95,73,Verkoopboek cursusadministratie,19558
CU000841,C10083,2016-07-26,477.95,73,Verkoopboek cursusadministratie,19559
CU000842,C10097,2016-07-26,477.95,73,Verkoopboek cursusadministratie,19560
CU000843,C10122,2016-07-26,907.5,73,Verkoopboek cursusadministratie,19561
CU000844,C10135,2016-07-26,853.05,73,Verkoopboek cursusadministratie,19562
CU000845,C10136,2016-07-26,477.95,73,Verkoopboek cursusadministratie,19563
CU000846,C10145,2016-07-26,853.05,73,Verkoopboek cursusadministratie,19564
CU000847,C10146,2016-07-26,477.95,73,Verkoopboek cursusadministratie,19565
CU000848,C10156,2016-07-26,477.95,73,Verkoopboek cursusadministratie,19566
CU000849,C10157,2016-07-26,1331,73,Verkoopboek cursusadministratie,19567
CU000850,C10176,2016-07-26,853.05,73,Verkoopboek cursusadministratie,19568
CU000851,C10178,2016-07-26,1433.85,73,Verkoopboek cursusadministratie,19569
CU000852,C10179,2016-07-26,853.05,73,Verkoopboek cursusadministratie,19570
CU000853,C10186,2016-07-26,477.95,73,Verkoopboek cursusadministratie,19571
CU000854,C10003,2016-08-31,477.95,73,Verkoopboek cursusadministratie,20389
CU000855,C10005,2016-08-31,477.95,73,Verkoopboek cursusadministratie,20390
CU000856,C10006,2016-08-31,2050.95,73,Verkoopboek cursusadministratie,20391
CU000857,C10020,2016-08-31,477.95,73,Verkoopboek cursusadministratie,20392
CU000858,C10024,2016-08-31,477.95,73,Verkoopboek cursusadministratie,20393
CU000859,C10025,2016-08-31,477.95,73,Verkoopboek cursusadministratie,20394
CU000860,C10026,2016-08-31,5432.9,73,Verkoopboek cursusadministratie,20395
CU000861,C10030,2016-08-31,1929.95,73,Verkoopboek cursusadministratie,20396
CU000862,C10032,2016-08-31,1929.95,73,Verkoopboek cursusadministratie,20397
CU000863,C10035,2016-08-31,477.95,73,Verkoopboek cursusadministratie,20398
CU000864,C10036,2016-08-31,955.9,73,Verkoopboek cursusadministratie,20399
CU000865,C10037,2016-08-31,7247.9,73,Verkoopboek cursusadministratie,20400
CU000866,C10041,2016-08-31,477.95,73,Verkoopboek cursusadministratie,20401
CU000867,C10042,2016-08-31,477.95,73,Verkoopboek cursusadministratie,20402
CU000868,C10044,2016-08-31,6152.85,73,Verkoopboek cursusadministratie,20403
CU000869,C10046,2016-08-31,1433.85,73,Verkoopboek cursusadministratie,20404
CU000870,C10047,2016-08-31,5674.9,73,Verkoopboek cursusadministratie,20405
CU000871,C10049,2016-08-31,2528.9,73,Verkoopboek cursusadministratie,20406
CU000872,C10050,2016-08-31,3025,73,Verkoopboek cursusadministratie,20407
CU000873,C10051,2016-08-31,477.95,73,Verkoopboek cursusadministratie,20408
CU000874,C10052,2016-08-31,477.95,73,Verkoopboek cursusadministratie,20409
CU000875,C10054,2016-08-31,955.9,73,Verkoopboek cursusadministratie,20410
CU000876,C10057,2016-08-31,5196.95,73,Verkoopboek cursusadministratie,20411
CU000877,C10059,2016-08-31,7247.9,73,Verkoopboek cursusadministratie,20412
CU000878,C10060,2016-08-31,955.9,73,Verkoopboek cursusadministratie,20413
CU000879,C10061,2016-08-31,3502.95,73,Verkoopboek cursusadministratie,20414
CU000880,C10062,2016-08-31,2050.95,73,Verkoopboek cursusadministratie,20415
CU000881,C10066,2016-08-31,4954.95,73,Verkoopboek cursusadministratie,20416
CU000882,C10070,2016-08-31,477.95,73,Verkoopboek cursusadministratie,20417
CU000883,C10071,2016-08-31,3502.95,73,Verkoopboek cursusadministratie,20418
CU000884,C10073,2016-08-31,1929.95,73,Verkoopboek cursusadministratie,20419
CU000885,C10085,2016-08-31,5196.95,73,Verkoopboek cursusadministratie,20420
CU000886,C10094,2016-08-31,477.95,73,Verkoopboek cursusadministratie,20421
CU000887,C10098,2016-08-31,3025,73,Verkoopboek cursusadministratie,20422
CU000888,C10103,2016-08-31,2050.95,73,Verkoopboek cursusadministratie,20423
CU000889,C10112,2016-08-31,477.95,73,Verkoopboek cursusadministratie,20424
CU000890,C10120,2016-08-31,477.95,73,Verkoopboek cursusadministratie,20425
CU000891,C10146,2016-08-31,1929.95,73,Verkoopboek cursusadministratie,20426
CU000892,C10153,2016-08-31,477.95,73,Verkoopboek cursusadministratie,20427
CU000893,C10170,2016-08-31,477.95,73,Verkoopboek cursusadministratie,20428
CU000894,C10178,2016-08-31,2407.9,73,Verkoopboek cursusadministratie,20429
CU000895,C10181,2016-08-31,2050.95,73,Verkoopboek cursusadministratie,20430
CU000896,C10185,2016-08-31,1929.95,73,Verkoopboek cursusadministratie,20431
CU000897,C10186,2016-08-31,477.95,73,Verkoopboek cursusadministratie,20432
CU000898,C10000,2016-09-30,2274.8,73,Verkoopboek cursusadministratie,21386
CU000899,C10009,2016-09-30,1191.85,73,Verkoopboek cursusadministratie,21387
CU000900,C10011,2016-09-30,1082.95,73,Verkoopboek cursusadministratie,21388
CU000901,C10014,2016-09-30,907.5,73,Verkoopboek cursusadministratie,21389
CU000902,C10022,2016-09-30,1331,73,Verkoopboek cursusadministratie,21390
CU000903,C10029,2016-09-30,4089.8,73,Verkoopboek cursusadministratie,21391
CU000904,C10034,2016-09-30,1107.15,73,Verkoopboek cursusadministratie,21392
CU000905,C10036,2016-09-30,1331,73,Verkoopboek cursusadministratie,21393
CU000906,C10038,2016-09-30,2184.05,73,Verkoopboek cursusadministratie,21394
CU000907,C10040,2016-09-30,1331,73,Verkoopboek cursusadministratie,21395
CU000908,C10041,2016-09-30,907.5,73,Verkoopboek cursusadministratie,21396
CU000909,C10044,2016-09-30,1107.15,73,Verkoopboek cursusadministratie,21397
CU000910,C10045,2016-09-30,1082.95,73,Verkoopboek cursusadministratie,21398
CU000911,C10046,2016-09-30,853.05,73,Verkoopboek cursusadministratie,21399
